family,name,source,n,m,n_equalities,nnz_Q,nnz_G,protocol,formulation,note
MM,MM_093_QISRAEL,QISRAEL,142,174,0,1354,2269,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_094_QPCBLEND,QPCBLEND,83,74,43,83,491,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_095_QPCBOEI1,QPCBOEI1,384,351,9,384,3485,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_096_QPCBOEI2,QPCBOEI2,143,166,4,143,1196,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_097_QPCSTAIR,QPCSTAIR,467,356,209,467,3856,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_098_QPILOTNO,QPILOTNO,2172,975,701,876,13057,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_099_QPTEST,QPTEST,2,2,0,4,4,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_100_QRECIPE,QRECIPE,180,91,67,80,663,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_101_QSC205,QSC205,203,205,91,31,551,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_102_QSCAGR25,QSCAGR25,500,471,300,228,1554,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_103_QSCAGR7,QSCAGR7,140,129,84,42,420,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_104_QSCFXM1,QSCFXM1,457,330,187,1410,2589,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_105_QSCFXM2,QSCFXM2,914,660,374,2188,5183,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_106_QSCFXM3,QSCFXM3,1371,990,561,2353,7777,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_107_QSCORPIO,QSCORPIO,358,388,280,58,1426,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_108_QSCRS8,QSCRS8,1169,490,384,209,3182,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_109_QSCSD1,QSCSD1,760,77,77,1436,2388,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_110_QSCSD6,QSCSD6,1350,147,147,2712,4316,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_111_QSCSD8,QSCSD8,2750,397,397,4880,8584,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_112_QSCTAP1,QSCTAP1,480,300,120,270,1692,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_113_QSCTAP2,QSCTAP2,1880,1090,470,1413,6714,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_114_QSCTAP3,QSCTAP3,2480,1480,620,1908,8874,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_115_QSEBA,QSEBA,1028,515,507,1196,4352,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_116_QSHARE1B,QSHARE1B,225,117,89,60,1151,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_117_QSHARE2B,QSHARE2B,79,96,13,100,694,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_118_QSHELL,QSHELL,1775,536,534,69175,3556,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_119_QSHIP04L,QSHIP04L,2118,402,354,98,6332,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_120_QSHIP04S,QSHIP04S,1458,402,354,98,4352,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_121_QSHIP08L,QSHIP08L,4283,778,698,68990,12802,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_122_QSHIP08S,QSHIP08S,2387,778,698,22816,7114,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_123_QSHIP12L,QSHIP12L,5427,1151,1045,122433,16170,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_124_QSHIP12S,QSHIP12S,2763,1151,1045,33764,8178,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_125_QSIERRA,QSIERRA,2036,1227,528,244,7302,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_126_QSTAIR,QSTAIR,467,356,209,1970,3856,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_127_QSTANDAT,QSTANDAT,1075,359,160,1470,3031,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_128_S268,S268,5,5,0,25,25,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_129_STADAT1,STADAT1,2001,3999,0,2000,9997,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_130_STADAT2,STADAT2,2001,3999,0,2000,9997,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_131_STADAT3,STADAT3,4001,7999,0,4000,19997,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_132_STCQP1,STCQP1,4097,2052,2052,49109,13338,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_133_STCQP2,STCQP2,4097,2052,2052,49109,13338,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_134_TAME,TAME,2,1,1,4,2,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_135_UBH1,UBH1,18009,12000,12000,6003,48000,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_136_YAO,YAO,2002,2000,0,2002,6000,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
MM,MM_137_ZECEVIC2,ZECEVIC2,2,2,0,1,4,,"min 0.5*x'Qx + q'x + c  s.t.  l_h <= Gx <= u_h,  l_x <= x <= u_x",
IMRT_lung,IMRT_lung_001,PortPy Lung_Patient_2,67514,685629,0,6177378,22639217,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_002,PortPy Lung_Patient_3,16860,469113,0,2450882,14020449,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_003,PortPy Lung_Patient_4,31360,549246,0,4880222,22705328,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_004,PortPy Lung_Patient_5,32250,818478,0,5947114,32849573,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_005,PortPy Lung_Patient_6,9574,385218,0,1607432,13436133,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_006,PortPy Lung_Patient_7,18157,369579,0,2721989,12196140,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_007,PortPy Lung_Patient_8,59118,883427,0,10076794,39687228,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_008,PortPy Lung_Patient_9,18802,553973,0,3338566,19698935,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_009,PortPy Lung_Patient_10,29876,539911,0,4590470,20025439,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_010,PortPy Lung_Patient_11,33721,576333,0,4242699,21950167,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_011,PortPy Lung_Patient_12,59438,844179,0,13397916,51750180,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_012,PortPy Lung_Patient_14,34594,541992,0,3753816,22216224,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_013,PortPy Lung_Patient_15,113946,1171644,0,12551032,60468838,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_014,PortPy Lung_Patient_16,12120,337924,0,1344038,11204125,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_015,PortPy Lung_Patient_17,36620,360491,0,4833150,17888682,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_016,PortPy Lung_Patient_18,15006,284893,0,1631172,11448092,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_017,PortPy Lung_Patient_19,36946,671774,0,4418674,26721883,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_018,PortPy Lung_Patient_20,23416,465543,0,2834178,20107097,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_019,PortPy Lung_Patient_21,64109,926202,0,12389861,50793901,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_020,PortPy Lung_Patient_22,33750,465775,0,4352930,23156404,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_021,PortPy Lung_Patient_23,7488,278982,0,1213592,9600691,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_022,PortPy Lung_Patient_24,67985,708317,0,9185253,33523272,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_023,PortPy Lung_Patient_25,45597,655036,0,5815293,26894103,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_024,PortPy Lung_Patient_26,64118,895623,0,8588862,40468404,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_025,PortPy Lung_Patient_27,37158,556054,0,3812456,21298645,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_026,PortPy Lung_Patient_28,27798,491130,0,3672268,19086065,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_027,PortPy Lung_Patient_29,16871,400115,0,3467843,21202091,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_028,PortPy Lung_Patient_30,11884,392222,0,1346058,11916753,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_029,PortPy Lung_Patient_31,20640,394729,0,3035972,16015356,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_030,PortPy Lung_Patient_32,8569,349960,0,1335873,11755096,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_031,PortPy Lung_Patient_33,6641,240120,0,983077,8504770,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_032,PortPy Lung_Patient_34,8951,330156,0,1341255,11626900,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_033,PortPy Lung_Patient_36,5225,260393,0,629395,7499928,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_034,PortPy Lung_Patient_37,10020,282631,0,1617852,12033174,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_035,PortPy Lung_Patient_38,50498,425159,0,5249956,21420642,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_036,PortPy Lung_Patient_39,18085,404284,0,2429075,17019678,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_037,PortPy Lung_Patient_40,28922,445860,0,2900656,18501416,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_038,PortPy Lung_Patient_41,44428,574446,0,4919470,22981799,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_039,PortPy Lung_Patient_42,6597,271929,0,759611,7911016,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_040,PortPy Lung_Patient_43,19999,395260,0,2732013,16364659,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_041,PortPy Lung_Patient_44,10485,370594,0,1169279,9833936,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_042,PortPy Lung_Patient_45,6218,242729,0,768466,8229112,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_043,PortPy Lung_Patient_46,6737,308585,0,783945,8131322,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_044,PortPy Lung_Patient_47,31036,471346,0,3195266,17628506,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_045,PortPy Lung_Patient_48,10881,421666,0,1264531,12300252,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_046,PortPy Lung_Patient_49,15195,415706,0,2546677,16457484,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_047,PortPy Lung_Patient_50,13505,458607,0,2280287,16504011,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_048,PortPy Lung_Patient_51,3725,194262,0,522329,5494209,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_049,PortPy Lung_Patient_52,9545,250219,0,1086551,9027918,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_050,PortPy Lung_Patient_53,5981,215580,0,640085,6008426,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_051,PortPy Lung_Patient_54,14379,292776,0,2198717,12355415,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_052,PortPy Lung_Patient_55,8499,192912,0,1309625,7541295,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_053,PortPy Lung_Patient_56,8228,289883,0,1261482,8578810,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_054,PortPy Lung_Patient_57,8478,281558,0,1177120,6669875,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_055,PortPy Lung_Patient_58,13831,416953,0,2023995,11681696,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_056,PortPy Lung_Patient_59,6545,193115,0,988475,5982528,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_057,PortPy Lung_Patient_60,10863,302441,0,1542543,8718021,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_058,PortPy Lung_Patient_61,10583,352235,0,1536469,12553678,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_059,PortPy Lung_Patient_62,22921,289539,0,3785615,15442045,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
IMRT_lung,IMRT_lung_060,PortPy Lung_Patient_63,5399,204388,0,833287,6137058,Lung_2Gy_30Fx,min 0.5*x'Qx + q'x + c  s.t.  Gx <= h,
